Prof Name,Quality,Difficulty,Grade,Comment 
Robert McDonald ,1.0,5.0,N/A,avoid him at all costs...very disorganized and can't lecture well...way too many readings and the weekly reading notes are a pain in the ass!!!
Robert McDonald ,1.0,5.0,N/A,No Comments
Robert McDonald ,4.0,2.0,N/A,"Excellent prof, lectures and discussions. Hard to approach but he is a fair marker."
Robert McDonald ,5.0,2.0,N/A,I am considering a history major because of this course and his teaching.  His lectures are engaging and interesting. and I thought I didn't like history
Robert McDonald ,3.0,2.0,N/A,"Great lecturer, he really knows what he is talking about. Very interactive & interesting tutorials. Not so approachable when it comes to discussing term papers (you are left guessing) & seems like a different person in private."
Robert McDonald ,5.0,3.0,N/A,He wins teaching awards for a reason!
Christopher Friedrichs ,5.0,3.0,A,Dr. Friedrichs is the best history professor. He is so clear and easy to understand in class. It's apparent that he is interested and passionate about the topics. Also very accommodating and caring outside of class. Just be sure to do all the readings and attend lectures. Would definitely take another class with him!
Christopher Friedrichs ,5.0,3.0,N/A,What a gem! He is such a fantastic professor who will be missed dearly when he officially retires.
Christopher Friedrichs ,4.0,3.0,N/A,"He is so passionate and knowledgable in history, would love this class even more if he posted slides online! hard typing everything he says, but overall, good experience, excellent professor! Many readings, evaluations were fair!"
Christopher Friedrichs ,5.0,3.0,N/A,"incredible prof, one of the best I've ever had"
Christopher Friedrichs ,5.0,3.0,N/A,I love this teacher and class- friedrichs is really interesting and such a sweet prof!
Christopher Friedrichs ,5.0,3.0,N/A,I love this teacher and class- friedrichs is really interesting and such a sweet prof
Christopher Friedrichs ,5.0,3.0,N/A,"Professor Friedrichs is amazing. His lectures are always gripping and I'm interested the whole time. By far my favorite professor. Going to the lectures is vital, but they're so well-done that I look forward to them anyways."
Christopher Friedrichs ,5.0,3.0,N/A,"Amazing lecturer and professor - his lectures are incredibly interesting and informative. Kind and encouraging towards students. Exam structure is clearly given; must attend classes and discussions. This course covers a lot of material so expect a lot of readings and info retention. Despite the work, Prof Friedrichs made this class a joy to attend!"
Christopher Friedrichs ,5.0,3.0,N/A,"Prof Friedrichs is an absolute gem. He doesn't use lecture slides so attendance to his lectures IS mandatory - however, his lectures are VERY enjoyable and rarely dry. He has an infectious enthusiasm for the subject material - I fondly refer to him as my History Grandfather. TAKE THOROUGH LECTURE NOTES - stuff from his lectures WILL be on exams."
Christopher Friedrichs ,5.0,2.0,A-,"Best prof I've had in history so far. He's a very interesting and engaging lecturer. Marking is fair, workload not too bad."
Christopher Friedrichs ,4.0,3.0,A,"Dr Friedrichs is a very good teacher, his lectures are interesting and cover a large range of themes and events. The readings assigned are very relevant (for most of them), but what I liked the most was the papers he gave us: so interesting and thought-provoking, I loved doing the research and writing them."
Christopher Friedrichs ,5.0,4.0,A-,"There's a lot of reading if you are taking him as a seminar prof, but he's incredibly helpful and  very clear. He organizes the discussions effectively and does talk, but not too long, just enough to get discussions rolling. What can I say that hasn't been said? He does mark essays hard, but he provides the support necessary for that."
Christopher Friedrichs ,5.0,3.0,B+,"This man is an amazing lecturer! I left the class often inspired by his passion for history. I would take it again in a heart beat, I learned so much. His lectures are funny and even though there was so much content for him to cover he managed to successfully  summarize everything we needed to know. Expectations are clearly laid out!"
Christopher Friedrichs ,4.5,2.0,N/A,"Professor Friedrichs is an exceptional professor. He is extremely engaging and passionate in his lectures. You won't find yourself bored in his class. Homework assignments are clear and fair. Exams are based off lectures and readings, but you can choose from many topics, so no surprises. Strongly recommended Professor. "
Christopher Friedrichs ,3.5,3.0,A-,"This was a two term course with A LOT of assigned reading. Because it is a survey course it is fast paced and there is a ton of information. Take detailed notes and study with a friend and you'll be fine.  When he noticed the drop in attendance, Professor Friedrichs focused much of the exam on lecture content."
Christopher Friedrichs ,4.5,2.0,A+,"Excellent professor. Only class where I can pay attention straight for an hour and stay interested. He makes history come to life. Respectful of different opinions in discussion, assessment was straightforward: participation in discussion, midterm, final paper, exam. Would definitely take another class with him. "
Christopher Friedrichs ,5.0,2.0,B+,"I have taken three 6 credit courses with Friedrichs, and if I had it my way, he would teach all of my courses. Not only is he a wonderful, passionate, effective prof, he is inspiring, kind, and is charming, both in and outside of class. Best experience at UBC was taking classes with him."
Christopher Friedrichs ,5.0,2.0,N/A,Great Prof! Totally recommend!
Christopher Friedrichs ,4.0,2.0,N/A,"great teacher, if you ever get a chance to take his courses, TAKE IT BEFORE IT""S TOO LATE!!"
Christopher Friedrichs ,4.5,1.0,N/A,"Take a class with Friedrichs if you get a chance, even if you're not a history major. He is interesting and funny, and his expectations are straight-forward and fair."
Sandy Tomc ,4.0,4.0,N/A,"She has her own style, but Dr. Tomc should not be underestimated. She has such a wealth of knowledge to share, and she can make the most impenetrable theory seem understandable. If you have a chance to take a class with her, do it. She is an incredibly kind and intelligent individual and I learned so much from her."
Sandy Tomc ,4.0,2.0,A-,"This class was great. Very interesting material, and well presented. Some people complained a lot, but I can't relate to it - the only point of confusion for me was about the group presentation. Midterm was actually fun, as we got to take it home and rewrite it as an assignment -- wish I could do that in more classes."
Sandy Tomc ,4.0,4.0,N/A,Super interesting and a fair marker! She really knows her stuff. I would undoubtably recommend taking any upper level class you can with her!
Sandy Tomc ,3.5,2.0,N/A,"Really great reading list, class can sometimes seem a little all-over-the-place, but you can tell she's really interested in the subject (American Noir). Fair marker, if you show as much interest in it as she does you'll do well in the class. Good prof, good books (and movies! you watch movies!), overall great class."
Sandy Tomc ,4.0,2.0,N/A,"i dont know what everyone is complaining about, she is maybe the easiest marker at UBC, and you do not have to regurgitate what she says, she is open to all interpretations as long as you can back it up. go to class and you're golden"
Sandy Tomc ,3.5,3.0,N/A,"I failed my midterm (worth 25%) due to personal problems and SHE WAS NICE ENOUGH TO OMIT IT. she said that if i did well on my term paper + final exam, she'd omit the midterm. so i ended up getting an A in the course. WOO"
Sandy Tomc ,5.0,5.0,N/A,"Dr. Tomc is the best professor I have ever had.  It is VERY hard to get an A+ in this class...she rarely gives over 90% unless the work is extraordinary.  But you will learn a lot!  She is intelligent, well-prepared, passionate about the material, and very approachable.  GO TO CLASS, and PARTICIPATE...only way to get a good mark from her."
Sandy Tomc ,3.5,2.0,N/A,"Overall a pretty good prof. Lectures are clear and straightforward, and midterm/final had no surprises. Just show up to lecture and do the readings, and you will do well. Final assignment was short and fairly easy. Overall I'd recommend this course and professor."
Sandy Tomc ,1.0,5.0,N/A,"Scary, Weird, sick minded, total sociopath. This woman is mean mean mean. Stay away from her if you want to keep your dignity"
Sandy Tomc ,2.5,2.0,N/A,"She made a topic that could of been really interesting REALLY BORING! She was totally unorganized, and talked about irrelevant information and that was not needed for the final. I was not inspired to come to class because it was a major waste of time and she discussed things that were almost common sense!"
Sandy Tomc ,3.0,1.0,N/A,"Ugh. Really boring. Too many movies and not enough reading. Lectures were not very engaging and somewhat disjointed. Madatory attendance. Felt like a waste of time and money!! Not recommended...although I am sure there are worse english profs out there. She was nice, at least. And had low expectations."
Sandy Tomc ,4.0,2.0,N/A,"Intelligent, intriguing, pleasant, fair. Knows how to teach."
Sandy Tomc ,4.5,4.0,N/A,"Professor Tomc is amazing! She is very knowledgeable about the material and knows exactly what she's talking about. She's endearing in class with her awkwardness, and makes it fun that way. Tomc was a hard marker when it came to the midterm, but the take-home assignment was simple, and if you did all the readings, the final exam was a piece of cake"
Sandy Tomc ,5.0,2.0,N/A,I loved Dr. Tomc! The readings were great and really interesting. Her lectures are laid back and very easy to participate in. She is a fair marker and prepares students well for exams and papers. I would definitely recommend her...probably one of the better profs I've had so far.
Sandy Tomc ,2.5,3.0,N/A,"Didn't seem bad at first, but be warned, she is completley unsympathetic if you don't go to all the lectures and talk a lot. I did the assignments on time and got good marks, but she claimed to have never recieved my term paper and failed me and was totally indifferent to the attempts I made to prove that I had done it. Waste of my money and effort"
Sandy Tomc ,5.0,2.0,N/A,"Absolutely fantastic, made her lectures extremely interesting and added so much to the course material.  Straightforward marker, go to the lectures, and enjoy"
Sandy Tomc ,4.5,2.0,N/A,tomc is awesome!  i had her in engl110 and she was really easy which is why i took her again!  she is really straightforward and basically tells you all the answers and all the important points.  just make sure you go to the lectures- you dont even need to do all the readings!  she's really easy!!
Sandy Tomc ,5.0,2.0,N/A,AWESOME PROF! She is super funny and makes the class interesting.. don't know how she marks because the T.A.s did it all.. i will definetly try to get her as a prof though for my later ENGL courses!
Sandy Tomc ,5.0,3.0,N/A,"I'm not the greatest at English, but I think I did relatively all right in this class.  Her marking was fair.  It wasn't as rash as how she admits in class either.  Like the previous, you listen, you pass with a ""B"" at least.  I liked this class."
Sandy Tomc ,4.0,1.0,N/A,"i don't know what everyone is complaining about. i found her to be a very lenient marker. as long as you listened in class, you could basically regurgitate everything back during the exams. she made her points very clear and her class discussions were very interesting. i really enjoyed this clas :)"
William Ramey ,5.0,1.0,N/A,"One of the best MICB profs, hands down.  He is extremely helpful and offers very insightful feedback.  He teaches you the course material in gory detail, but you will thank  him for it later on, trust me."
William Ramey ,5.0,3.0,N/A,"Insanely patient and helpful. The man's mind is an encyclopedia of Microbiology. Though you may find him boring at first, every bit of information that comes from Dr Ramey is useful. You just need listen."
William Ramey ,5.0,3.0,N/A,Sweetest prof I've ever had. Will help you with absolutely anything.
William Ramey ,2.0,4.0,N/A,"Boooooo!  Overexplains all the simple stuff and leaves the hard stuff for you to muddle out and guess at on exams.  Lecture is a total waste of time, and lab is torture!  The TA's for the course are super nice though."
William Ramey ,5.0,2.0,N/A,"Sometimes very hard to understand, But still the nicest prof. This man wrote all my Medical school and Dental school references. Always available to help students out."
William Ramey ,5.0,3.0,N/A,Excellent Prof.  Will help a student with anything.
William Ramey ,5.0,3.0,N/A,"Clearly the most helpful professor in Micro, maybe all of the Faculty of science. Don't pay attention to the people who have rated him poorly, all they do is improperly skew the rating.  He will teach you material as well as help you learn how to think critically.  If you get him talkinghewont stop."
William Ramey ,4.0,3.0,N/A,"Most helpful prof i've had @ UBC! He takes your hand and teaches you stuff, no really... he does.  He taught me how to lit up a bunsen burner... the correct way..."
William Ramey ,5.0,3.0,N/A,very helpful
William Ramey ,1.0,5.0,N/A,No Comments
William Ramey ,3.5,3.0,N/A,"He's pretty helpful, but boring..."
William Ramey ,4.5,5.0,N/A,"The most miticulous man alive, but cares about his students"
William Ramey ,3.5,3.0,N/A,"Was very clear and easy to understand, though a bit boring at times."
William Ramey ,5.0,3.0,N/A,"he's tough, but you'll thank him later... one of the best profs in micro!"
William Ramey ,1.5,3.0,N/A,No Comments
William Ramey ,2.5,2.0,N/A,No Comments
William Ramey ,3.5,4.0,N/A,No Comments
William Ramey ,2.0,3.0,N/A,No Comments
William Ramey ,1.5,4.0,N/A,avoid him at all cost!!
William Ramey ,1.0,4.0,N/A,No Comments
Don Dutton ,3.0,4.0,B,"Two tests worth 50% each, lecture notes have insane amount of material in them, textbook is clear and concise, his exams are very tricky, tough to break 80%, 100 multiple choice with answer d.) being all the above on every. single. question. Very tough exams but very interesting material."
Don Dutton ,3.0,2.0,N/A,"Very smart guy and interesting subject. Not great in lecture, but all the information is available in the text and on the powerpoint slides so its not a huge deal. Has some interesting case studies and real world information to give. 2 exams 50% each all m/c so just read the slides and the text and you can easily pull off 80+."
Don Dutton ,2.5,5.0,N/A,"Made a very interesting topic incredibly boring. lectures are LONG, powerpoint slides are even LONGER. His resume and accomplishments are very impressive but not a good lecturer. You'll end up cramming the whole textbook the night before the exam."
Don Dutton ,1.5,4.0,C+,"Dutton is clearly an extremely  impressive forensic psychologist but lacks the qualities of a good professor. 3hr class, lectures were insane (100-180 PP slides FULL of text each class) and he expects you to know random details on exams. Hard to know what is important or not. MUST attend class and read text. Would not take another class with him.  "
Don Dutton ,1.5,4.0,N/A,This class is one of the worst PSYC classes I have taken at UBC. He has over 100 lecture slides per week which all have a lot of text on them. Hard to know what to study for the exams and the average was super low for our class. 
Don Dutton ,3.0,2.0,A+,"Interesting course, fair exams (1 midterm & final). Exams covers 50% on lecture notes and 50% on textbook materials. Read the textbook, attend his lectures, and you'll do really well in this class. Dr. Dutton is great!"
Don Dutton ,2.0,4.0,N/A,Very interesting topics! He has great stories to tell which make the class' go by fast. There's a midterm and final (50%-50%). The exams are fairly hard but you just have to read the material.
Don Dutton ,5.0,2.0,N/A,I actually really enjoyed having Dutton as a prof! Sometimes lectures were pretty boring (ie he read off the slides the whole time) but he throws in a few jokes every now and then. Definitely read the textbook; exam covers every ppt + assigned chapter! Read slides + text and you'll be fine.
Don Dutton ,1.0,5.0,N/A,"THE WORST PSYCH COURSE I HAVE EVER TAKEN AT UBC EVER. I have taken a lot of psychology courses but this was just BRUTAL. he does not provide any guidance as to what to study, just tests us on the MOST ITTY BITTY DETAILS. I was interested in the material prior to taking this class, but destroyed all interest. DO NOT TAKE THIS CLASS."
Don Dutton ,1.5,4.0,N/A,"He is so terrible, don't take his class. Lectures put you to sleep, and unless you want to cram over 1000 lectures slides plus 10 chapters for one exam don't take it no matter how interesting you find the topic area. DONT TAKE THIS CLASS..."
Don Dutton ,1.5,4.0,C+,All those other ratings were true; I thought there were harsh before. Dutton is by far the worst professor I've had and it's my last year. He is always unorganized and expects people to just know about stuff if he puts them on his website. He talks A LOT about details of a case but never tests on them. Half of testing with be purely on the text.
Don Dutton ,4.0,3.0,N/A,"Prof Don is a really nice guy that will help you if you go to him with questions, but is a pretty dry lecturer. He reads off the slides practically word-for-word, which isn't so bad since the material is pretty interesting, but it can be really easy to zone out at times. Take his class, make sure to read the slides and text, and you'll do great."
Don Dutton ,3.5,2.0,N/A,"Interesting prof to listen to, but no point going to his lectures because he goes through his slides too fast. Honestly, I got an A in this course and I went to 5/12 lectures in the term. Do the study guides he posts online, read the textbook once and you'll be fine. His exams are easy- anyone who's taken  Souza's exams knows what a hard exam is."
Don Dutton ,3.0,3.0,N/A,The content is quite easy to understand so I was under the impression that the tests would be easy? But my grade didn't translate well. I do believe that if i didn't take it for granted i'd get better grades. Its one of the less stressful psyc classes since its only one midterm. prof is trying to change the syllabus to accomodate our learning paces
Don Dutton ,4.0,4.0,N/A,very interesting material. didnt attend his lectures because his monotone makes me fall asleep. 50/50 midterm and final but changed it to 40/60 (whichever higher is 60) because our midterm exam avg was 57%.
Don Dutton ,3.5,3.0,N/A,"Very knowledgeable about his materials; did not use the textbook.  Lectures were at fast pace, use his own slides, usually has several revisions. Use lots of research materials to prove his points. Midterm and exam were 50/50, but he change his mind to have 60% for the highest score of the two.  I would say it's fair."
Don Dutton ,1.0,4.0,N/A,"Worst Prof I have ever had. He does not care at all! Classes ended an hour early, slides had nothing to do with textbook and his lectures were sensational and lacked depth or analysis. Learning experience extremely low and exams impossibly vague. He admitted to not knowing what chapters were on the exam the week before, careless prof!"
Don Dutton ,1.5,3.0,N/A,"One of the worst prof i've ever had. Lectures were outdated and textbook had no relevance to lecture. Also lectures were depressing and used examples of violence all to often to prove points, in fact probably 90% of the time."
Don Dutton ,5.0,2.0,N/A,"He's really interesting to talk to, and if you show interest, will go above and beyond with helping you out. His lectured are also VERY interesting- I always looked forward to his classes!he talks abt his experiences quite a lot, but since he's had a ton of experience in the field, its relevant and really cool to hear stuff like that first hand!"
Don Dutton ,4.5,2.0,N/A,Very interesting Prof. Good lecturer. I recommend him for social psych
Andrew Adler ,5.0,1.0,C+,Great professor so helpful. Great human being. It was an honor to meet him. Meeting him gave me my career as a mathemtaics teacher and he is mostly responsible for it. I am forever grateful to him. May the best come for you in your life.
Andrew Adler ,5.0,1.0,N/A,"he was the best professor, but most importantly he is a great human being"
Andrew Adler ,3.5,2.0,N/A,It's been a while since I took the course. But I remember he was pretty good.
Andrew Adler ,2.0,5.0,N/A,The textbook for this course is easy. To bad we dont really use it.
Andrew Adler ,5.0,2.0,N/A,"His appearance might be misleading as well as his teaching stile, but after a few classes you’ll realise that he is the most experienced and knowledgeable prof in the department. Go to his office hours and do the homework and you’ll get at least a B+."
Andrew Adler ,1.5,5.0,N/A,"I am flabbergasted that he was someone's best prof, our whole class was frustated;  lectures almost incomprehempossible, you need to go to the TA's just to be able to do the weekly assignments because the textbook doesn't cover most topics. The course gets easier, decipher his notes after class. The final was easier than the assignments."
Andrew Adler ,5.0,2.0,N/A,"BEST PROF EVER.  I am an arts student, and in my five years of university, this was my favorite prof.  He's hilarious, is a great teacher, and more importantly, understands how students understand and retain information.  He is a pedagogical master of mathmatics!"
Andrew Adler ,1.5,4.0,N/A,Taking this class because it's required for the education faculty. Adler is nice and funny but spends our 4 hours a week doing problems on the board without giving us any rules/formulas/overarching themes....pretty frusterating. i will be passing the class thanks to my tutor who's doing the actual teaching. text is next to useless.
Andrew Adler ,4.5,2.0,N/A,"well, he is the greatest math prof at ubc. His lecture is full of wit. He makes math fun and simple. Too bad he is going to retired."
Andrew Adler ,5.0,4.0,N/A,Very nice teacher
Andrew Adler ,2.5,3.0,N/A,"Textbook was useless, class notes and practice exams were the way to go.  I thought his midterms were harder than the final.  Talks a little slow and boring, but math is never fun."
Andrew Adler ,5.0,3.0,N/A,"Addy's great. He's quiet, so sit up front. His website has examples, notes, and answers which was SO SO SO HELPFUL! His class covers the basics, which is understandable because the knowledge range of the students coming in is so varied, but he provides LOADS of material for A and other students on his website...you gotta do it for yourself!!!!!!!!!"
Andrew Adler ,4.0,4.0,N/A,"I'm terrible at math, and I only took it cuz I had to, but he's a pretty good prof. His tests are hard, really hard, and have nothing to do with his notes or homework. Study old tests, it's a better use of your time. Funny guy, with good jokes, but the tests are hard (and i take good notes)"
Andrew Adler ,3.0,5.0,N/A,he always jokes abt france being better than england. waterloo shall drain into a stinkin trench!
Andrew Adler ,5.0,3.0,N/A,very smart
Andrew Adler ,4.5,3.0,N/A,"funny guy; shows interests in math; challenges students to a higher level.  great professor, to me the best math prof at ubc!!!"
Andrew Adler ,3.0,2.0,N/A,"he's not hard, as logn as u take the notes and look at them, u'll do well. I got A+"
Andrew Adler ,3.0,3.0,N/A,"i love his wierd sense of humour. though his lectures get a lil boring, his uncalled for jokes makes up for it. gotta love his sandels too! you definately need to go over past midterms and other practice work to do well."
Andrew Adler ,4.0,4.0,N/A,"Adler is a great guy, but he is a bit snobby. He's entertaining, funny and engaging but his tests are HARD. Note: HARD"
Andrew Adler ,4.0,4.0,N/A,"Great prof!  Midterm questions have nothing to do with textbook.  More helpful to do past midterms for practise than textbook questions.  Midterms are hard, but very possible to get good grade if you understand how to apply material."
Phil Loewen ,5.0,4.0,N/A,"Very good and respectable prof, also a piazza god"
Phil Loewen ,5.0,5.0,N/A,"Amazing professor, who inspires conceptual understanding and learning rather than hard work. study smart"
Phil Loewen ,5.0,5.0,N/A,"Amazing professor and also one of the hardest (if not the hardest) courses I've ever taken. His energy during lectures is great, and he makes the content very interesting. Even then, the midterms are very challenging so study off anywhere you can. The exam questions are unique and really test your understanding."
Phil Loewen ,3.5,3.0,N/A,"He is a good person, always there to help. But he tries to make the scienceengineering course concepts look like a novel to read. It will be good if his teaching and notes are not wordy."
Phil Loewen ,5.0,4.0,N/A,A great prof 
Phil Loewen ,5.0,1.0,N/A,Took his class during the summer and as a professor  he is great.  The content could be difficult if your not keeping up but overall the final exam and previous exams felt straight forward and definitely do able.
Phil Loewen ,4.0,1.0,A+,"I'm not sure what all the complaints on difficulty are about, or where they came from, but my experience with dr. Loewen has been positive all-round. He is an excellent teacher, giving a well balanced mix of theory and example, and his tests are absolutely fair and manageable, not to mention he marks very fairly. Take him if you want to learn math."
Phil Loewen ,3.0,5.0,N/A,"Dr. Loewen is really nice, and genuinely wants to help students learn. However, he tends to over complicate things and a simple subject can be explained in such a way that confuses even Einstein."
Phil Loewen ,2.5,5.0,N/A,"A really nice guy and really clear in lecture, but an ineffective professor. The experience overall left a bad taste - exams were much more difficult in comparison to what was actually taught and the requirements on the syllabus."
Phil Loewen ,4.5,4.0,N/A,"Exams are extremely difficult; the questions showing up can be unpredictable. However, he is very helpful in and outside of class and genuinely a really nice guy. He's funny, speaks clearly and has enthusiasm for what he teaches. Loewen didn't really use a textbook which would have made it easier for me personally to follow along in class."
Phil Loewen ,2.0,5.0,N/A,Hardest exams in the first three years of civil engineering for sure. They are not relevant to the course material whatsoever. Pierce is far better from what I have heard. I don't ever do these things but he was that bad.
Phil Loewen ,1.0,5.0,N/A,"Unreasonable evaluations all around. Assignments focus on abstract stuff, useless to prepare you for exams. Very little examples done in class - useless derivations and proofs only. Had to teach myself. No effort to make the course relevant to engineering, and the majority of the class happens to be in engineering. Take it with Pierce if you can."
Phil Loewen ,5.0,4.0,N/A,"So incredibly helpful and understanding of students, and non-judgemental, although the course is very tough. Taught myself out of textbook mostly but his in class notes are more thorough. Go to his office hours!! Difficult but reasonable exams."
Phil Loewen ,1.5,5.0,N/A,"An anomaly: a quick, clever thinker, enthusiastic and engaged, whom I cannot at all recommend. Explanations were absurdly complex, with no reference points or labels.  He managed to confuse me about material I’d already learned and practiced on my own!  My math friends explained the same material in a fraction of the time, and far more clearly."
Phil Loewen ,1.0,5.0,N/A,I should have skipped every class and taught myself the course. This guy's useless.
Phil Loewen ,1.5,5.0,N/A,"This is the hardest teacher I have ever had. He makes the material much harder than it needs to be. Others i have spoken to, who have taken this course with a different prof, have found the course to be trivial. Our course consisting of the brightest minds was %30. I relied on Paul's notes, khan academy, and chegg to get by,"
Phil Loewen ,4.5,5.0,N/A,His tests are absurd. Basically impossible to understand what they hell he is asking. You can go into a test knowing the content and still fail hard due to the fact that you couldn't answer the indecipherable cryptic questions.
Phil Loewen ,5.0,1.0,N/A,"Super clear notes & stuff. Boring lecture. If you are math major hes pretty good. For non-math major, avoid. BTW, easy on marking (exam), but super loooooooooong homework takes 4ever to finish."
Phil Loewen ,2.0,5.0,N/A,"Oh man where do I even start. Average lectures. Nothing phenomenal.  HOWEVER: HIS EXAMS ARE KILLER! If you thought your life was tough enough as is, you clearly haven't taken Loewen's classes.  Take something else with another professor is all I can say.  I still have nightmares about how horrible it was (and I got a decent mark)."
Phil Loewen ,2.0,5.0,N/A,"to be honest, his lectures were average math class, be there,and take notes. BUT his final was unbelievablly hard and long!! nobody in my class finished it! it was just ridiculous!!run fast, run far from his class, especially summer sections. you will have self-esteem issues after his exams, trust me,i regreted already."
Brian Seymour ,4.0,3.0,N/A,"Good teacher, explained things and had good lectures. Its a hard course but he got the message across."
Brian Seymour ,3.5,3.0,N/A,Fair prof. Class average was average. the markings were fair and midterms were not hard. goes fast on certain topics but is a decent math teacher.
Brian Seymour ,3.0,3.0,N/A,"He is definitely a fair prof; he did teach the required material and midterms were fair. However, I often found that he went too fast in lectures, leading many students to be confused. Sometimes his notes were somewhat messy as well. So I'd say he's average; not super great, but not bad either."
Brian Seymour ,3.5,2.0,N/A,"Cons: goes through concepts too fast, sometimes not clear, mutters, poor notes. Pros: gives sufficient examples in class, made a list of homework questions, finished teaching cirriculum with a few classes to spare.  He's definitely not your ideal prof, but if you're stuck with him, just work hard and  you'll be fine."
Brian Seymour ,2.0,5.0,N/A,"His examples often have mistakes. He often doesn't teach material that is examinable and enjoys going off topic. Midterms harder than final, by A LOT."
Brian Seymour ,4.0,4.0,N/A,"""Green's Functions and Variational Methods"" A really nice prof. Quite helpful and enthusiastic. Has experience on and knows what he's talking about. Interested in teaching. Interesting topics. It is a course you want to spend some extra time on. Not an easy one though ;) RECOMMENDED!"
Brian Seymour ,2.0,5.0,N/A,examples are from engineering or something...cant even begin to understand those....notes are not in any sort of order...just goes to whatever page he feels like....midterms hard...finals even harder...not recommended
Brian Seymour ,1.0,5.0,N/A,The professor seemed to talk to himself only while he was lecturing
Brian Seymour ,1.5,3.0,N/A,Very boring prof.   Goes through notes way too fast so is very hard to follow.
Brian Seymour ,1.0,3.0,N/A,"Notes followed no logical chronology.  Important theorem/lemmas/corollaries/definitions not given higher emphasis than trivial ones.  Midterm tough.  Final crazy.  401 was better than 400.  If you ask about his graduate advisor, whatever you do, don't laugh."
Brian Seymour ,4.5,4.0,N/A,"he was a good prof, course was interesting, if you did homework the midterms were easy, overall a good prof."
Brian Seymour ,4.5,4.0,N/A,A fairly good prof. He does talk about a bit more theory than the course requires. Overall he's pretty clear and his notes are good.
Brian Seymour ,1.0,2.0,N/A,boring prof he is. Math is not supposed to be THAT boring.
Brian Seymour ,5.0,2.0,N/A,"By far, one of the best at UBC.  Study and you'll do well.  NO BS"
Brian Seymour ,2.0,5.0,N/A,"Cares nothing for students, should avoid.  Midterm was ok, final nicely challenging.  Notes were poor, lecturing slightly below mediocre.  Math 400 exams correlated with homework, Math 401 students said 401 final had 2/5 questions notfrom homework though."
Brian Seymour ,2.5,5.0,N/A,"just too darn smart to be teaching undergrad. his explanations START way above everyone's head. but, he did do his job, got the info out there and had several interesting anecdotes to spice it up"
Brian Seymour ,2.0,5.0,N/A,"Hard stuff with not much useful examples..... Finals was all on one subject, so its either you know it or you dont. Lots of useless information within the course, which doesnt relate to the finals/midterm."
Brian Seymour ,3.0,4.0,N/A,"Generally lacking in examples, and focusses on theoretical work.  Poor at answering questions, and assignments and midterms are reasonably challenging"
Brian Seymour ,2.5,4.0,N/A,"Dr. Seymour is a decent teacher, but he does not seem to care at all about his students. He is horrible at answering questions. When are math profs going to start using modern teaching methods? At UBC I expect more."
Brian Seymour ,4.5,1.0,N/A,Midterms very easy.  He taught everything in an understandable way
Les Burtnick ,5.0,1.0,A+,"His notes are amazing and very informative. This course is very easy but you have to put in the effort. Burtnick is an amazing professor. He tells you exactly what you need to know. Pay attention in class, review notes regularly, and do the practice mts and it's impossible not to get an A. He's also very kind and approachable if you need help."
Les Burtnick ,4.0,3.0,N/A,"While lectures can be slightly dry, I found classes to be useful and the exams were fair."
Les Burtnick ,2.0,4.0,N/A,Horrible teacher who didn't know how to relay his information to the class in an effective manner. Was boring and unhelpful.
Les Burtnick ,4.0,3.0,N/A,"Dr. Burtnick is a good instructor; he was very clear about what we were expected to know, and gave good notes.  He was also quite helpful during his office hours.  The course was quite easy as well, but not terribly interesting."
Les Burtnick ,4.0,1.0,N/A,"I found Dr. Burtnick to be a , kind and decent teacher. Yes, he sometimes gets lost in his own derivations and the class is boring (phys chem), but he tries hard to convey all the important concepts and is very willing to answer questions. The course isn't too hard."
Les Burtnick ,5.0,4.0,N/A,"Contrary to what these other guys say, I think hes a pretty decent teacher. I think the first years just have not met a truly BAD teacher. If you guys think hes bad, you won't know what will hit you later on. He is pretty clear on what he expects you to know, and explains it pretty clearly when people have issues with it. Much better than expected."
Les Burtnick ,3.0,4.0,N/A,"A nice approachable person, however just couldn't hold the attention of the class, especially over the Quantum Mechanics Chapters"
Les Burtnick ,1.0,5.0,N/A,"He only posts 1 or 2 slides every chap, which is useless to prepare for midterm/final.  It would be smart to go to other prof's lectures/work with a study group if you wanna pass the final.  And honestly, going to his class was a waste of time.  Watch out for his in-class quizzes as it is tougher than you expect."
Les Burtnick ,1.5,4.0,N/A,"omg.the worst prof ever.I didnt understand him at all. He is very unorganized and notes are inconsistant.He is no help too.I tried to ask him questions,but it only made me more confused.He puts u off.He will be like we learned that in class,and u should know tht by now.I hve to take other prof's lectures in order to learn the material.DONT TAKE HIM"
Les Burtnick ,1.0,4.0,N/A,"Lectures very confusing and poorly explained. PPT slides not posted on Vista so copy down the notes and try and make sense of it later. Notes are not good! Textbook = Useless + Expensive. Do the problem sets and go see TA's for help. Prep 101 is a HUGE help for exam prep. Overall, prof is boring, course is boring, midterm = medium, final = HARD"
Les Burtnick ,2.5,5.0,N/A,"work hard, i didnt put in my best effort and it showed in my mark , now i just don't know if it was b/c i had a really bad prof or i didn't work at it, cuz he sure aint da best"
Les Burtnick ,2.0,4.0,N/A,"His lectures are useless because he won't post his notes on Vista. So if you want to go back and review them, you can't. Plus, neither the textbook or his lectures teach the material well. Both are meant to be supplements to your learning, not teachings."
